mean_atomic_mass,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_ThermalConductivity,mean_Valence,mean_Electronegativity,mean_IonizingEnergies,mean_AbsoluteMeltingPoint,mean_ElectricalConductivity,mean_Resistivity,mean_MassMagneticSusceptibility,critical_temp,material
348.07033333333334,650.0,23.71066666666667,244.61666666666667,692.0,7.333333333333333,4.8566666666666665,70999.17142857143,1314.59,1017.4666666666668,124.5,0.9500000000000002,40.0,Gd2Ba3Cu5O
184.73261333333335,384.3333333333333,12.790666666666667,137.5666666666667,417.6666666666667,4.333333333333333,2.9,44650.35396825396,1385.5900000000001,615.3333333333334,44.03333333333333,2.8653333333333335,70.0,Y1Ba2Cu3O
58.58591299999999,132.425,4.2614,140.01125000000002,104.444935,2.575,3.30225,29595.31800595238,1052.8925000000002,153.925,10.825000000000001,100.79525,95.5,Y0.3Ba0.7Cu1O3
99.82102400000001,206.0666666666667,5.583200000000001,52.94,145.06666666666666,2.266666666666667,1.3146666666666667,16461.780952380952,1385.5900000000001,213.0666666666667,29.76666666666667,2.192,94.0,Y0.8Ba1.2Cu1O
80.16126799999999,166.63333333333333,4.934066666666667,49.571666666666665,142.13333333333333,1.8666666666666665,1.1443333333333332,15745.130952380952,1385.5900000000001,208.96666666666667,22.46666666666667,1.635,88.0,Y0.6Ba0.9Cu1O
85.0872598,,5.372660000000001,150.08499999999998,73.770264,3.1399999999999997,3.5623999999999993,27782.244485714287,767.9780000000001,107.78000000000002,26.008999999999997,107.21714,28.0,Ba0.3La1.7Hg0.15Cu0.85O4
99.415029875,,6.610150000000001,192.988625,107.35158,3.9625000000000004,4.459375,36466.89908928571,913.8925,157.7875,29.125000000000004,133.9867,35.5,La1.85Sr0.15Cu1O4
98.9161235,,5.3508000000000004,52.697500000000005,117.15,1.9500000000000002,,11262.818047619048,1160.6925,164.15,16.425000000000004,0.32049999999999995,79.2,Yb1.6La0.2Ba0.2Cu1O
96.85075637499999,,6.43435,190.840125,108.45157999999999,3.9124999999999996,4.451874999999999,36733.013589285714,913.8925,160.8375,26.724999999999998,133.9383,26.0,Sr0.35La1.65Cu1O4
60.501512,127.2,4.284933333333334,46.20333333333334,139.20000000000002,1.4666666666666668,0.9739999999999999,15028.480952380953,1385.5900000000001,204.86666666666667,15.16666666666667,1.078,92.0,Y0.4Ba0.6Cu1O
65.7893,132.4,4.49525,142.4425,106.619935,2.6,,29146.861339285715,876.1425,155.45,8.475000000000001,100.3265,88.0,Yb0.4Ba0.6Cu1O3
117.48691,194.55,8.27295,193.7975,108.12657999999999,3.95,4.531,36253.41354761904,1087.1425000000002,157.05,27.825000000000003,133.5835,71.9,Lu1.8Ba0.2Cu1O4
55.322489,138.275,4.762950000000001,177.60875,104.30158,3.225,4.21175,36736.63988095238,1052.8925000000002,152.275,14.125000000000002,134.99975,81.0,Y0.9Ba0.1Cu1O4
101.27904237499999,,6.64315,193.323125,106.71408,3.9625000000000004,4.457125,36224.05646428571,901.3925,155.9875,29.950000000000003,134.024125,28.0,Ba0.15La1.85Cu1O4
99.415029875,,6.610150000000001,192.988625,107.35158,3.9625000000000004,4.459375,36466.89908928571,913.8925,157.7875,29.125000000000004,133.9867,34.7,Sr0.15La1.85Cu1O4
78.86237919999999,,5.20843,152.85320000000002,82.321264,3.1800000000000006,3.5624000000000002,29581.333266666665,1119.314,121.19000000000001,23.202999999999996,107.22085999999999,21.0,Sr0.2La1.8Cu0.95Ti0.05O4
78.99396019999999,,5.24726,153.8256,85.36326399999999,3.1660000000000004,3.5654600000000003,29252.888190476187,1167.7140000000002,125.76000000000002,22.8566,107.19245599999999,12.0,Sr0.2La1.8Cu0.99V0.01O4
78.9960694,,5.24942,153.853,85.48926399999999,3.168,3.5655200000000002,29250.718838095236,1167.114,125.81800000000001,22.842599999999997,107.188796,22.0,Sr0.2La1.8Cu0.99Cr0.01O4
78.984737376,,5.247,153.4876,84.53206399999999,3.168,3.5646,29268.280247619048,1034.9140000000002,124.50480000000002,23.4532,107.228512,32.0,Sr0.2La1.8Cu0.98Mn0.02O4
78.9421592,,5.2421,152.9342,82.89126399999999,3.1700000000000004,3.5652999999999997,29311.7616952381,1093.314,121.94000000000001,22.90000000000001,107.18076,30.0,Sr0.2La1.8Cu0.95Fe0.05O4
78.97304113999999,,5.25236,153.4142,83.10126399999999,3.1800000000000006,3.5658000000000003,29288.130742857138,1084.7140000000002,122.64000000000001,22.863000000000017,107.18076,16.0,Sr0.2La1.8Cu0.95Co0.05O4
78.9706432,,5.25244,153.8972,83.011264,3.16,3.5661,29259.284409523807,1076.7140000000002,122.34,22.873000000000015,107.18076,21.0,Sr0.2La1.8Cu0.95Ni0.05O4
79.0228372,,5.24932,153.7244,85.54126399999998,3.16,3.5655,29219.109533333336,869.65,126.00000000000003,22.828400000000002,107.179454,29.0,Sr0.2La1.8Cu0.99Zn0.01O4
79.05921299999999,,5.26284,154.00119999999998,86.10126399999999,3.18,3.5665999999999998,29221.664571428573,971.9140000000001,126.8,23.0,108.00368,36.0,Pr0.1La1.7Sr0.2Cu1O4
79.12589979999998,,5.27024,154.00119999999998,86.181264,3.16,3.5667999999999997,29207.900071428572,989.9140000000001,126.84,22.880000000000003,108.11768,35.0,Nd0.1La1.7Sr0.2Cu1O4
79.2482598,,5.2771,154.00119999999998,86.10126399999999,3.16,3.5674,29209.207071428573,1000.1140000000001,126.74000000000001,23.48,107.37968000000001,32.0,Sm0.1La1.7Sr0.2Cu1O4
79.38605979999998,,5.28806,154.00119999999998,86.061264,3.16,3.568,29209.90157142857,1048.314,126.674,24.2,107.15768,30.0,Gd0.1La1.7Sr0.2Cu1O4
133.007138,298.13,9.642420000000001,276.85900000000004,241.00721199999998,5.43,6.553899999999999,61554.553452380955,1204.5140000000001,354.50000000000006,26.660000000000032,188.62244,51.0,Y1Ba2Cu2.85Fe0.15O7
132.77610800000002,298.46,9.609840000000002,273.778,231.37721200000001,5.46,6.5518,61809.61202380953,1204.5140000000001,339.80000000000007,26.900000000000063,188.62568000000002,33.0,Y1Ba2Cu2.7Fe0.3O7
133.19196200000002,297.86600000000004,9.668484000000001,279.3238,248.711212,5.406000000000001,6.555580000000001,61350.50659523809,1204.5140000000001,366.26000000000005,26.468000000000007,188.619848,82.0,Y1Ba2Cu2.97Fe0.03O7
133.145756,297.93199999999996,9.661968,278.7076,246.785212,5.412,6.555159999999999,61401.51830952382,1204.5140000000001,363.32000000000005,26.51600000000001,188.620496,60.0,Y1Ba2Cu2.94Fe0.06O7
133.053344,298.06399999999996,9.648936,277.4752,242.933212,5.4239999999999995,6.55432,61503.54173809524,1204.5140000000001,357.44,26.612000000000023,188.621792,54.0,Y1Ba2Cu2.88Fe0.12O7
166.54771000000002,372.25,12.09375,349.925,313.296515,6.75,8.195,76624.36860119048,1052.8925000000002,461.50000000000006,33.025,235.774,90.0,Y1Ba2Cu3O7
136.450368,305.6,9.7812,291.74,250.67289599999998,6.2,6.384,59675.371380952376,919.9860000000001,369.20000000000005,2e+22,161.7952,90.0,Y1Ba2Cu3S1O6
137.12836800000002,304.0,10.032,321.54,250.633676,6.0,6.5,59481.933380952374,876.6340000000002,369.20000002000006,2000000026.42,161.77519999999998,72.0,Y1Ba2Cu3Cl1O6
166.54771000000002,372.25,12.09375,349.925,313.296515,6.75,8.195,76624.36860119048,1052.8925000000002,461.50000000000006,33.025,235.774,92.0,Y1Ba2Cu3O7
166.54771000000002,372.25,12.09375,349.925,313.296515,6.75,8.195,76624.36860119048,1052.8925000000002,461.50000000000006,33.025,235.774,93.0,Y1Ba2Cu3O7
183.63375000000002,377.5,12.951,355.025,311.796515,6.75,8.19,75070.65610119047,999.6425,458.92500000000007,51.275,234.109,94.5,Gd1Ba2Cu3O7
166.54771000000002,372.25,12.09375,349.925,313.296515,6.75,8.195,76624.36860119048,1052.8925000000002,461.50000000000006,33.025,235.774,91.85,Y1Ba2Cu3O7
166.54771000000002,372.25,12.09375,349.925,313.296515,6.75,8.195,76624.36860119048,1052.8925000000002,461.50000000000006,33.025,235.774,91.95,Y1Ba2Cu3O7
166.54771000000002,372.25,12.09375,349.925,313.296515,6.75,8.195,76624.36860119048,1052.8925000000002,461.50000000000006,33.025,235.774,89.7,Y1Ba2Cu3O7
166.54771000000002,372.25,12.09375,349.925,313.296515,6.75,8.195,76624.36860119048,1052.8925000000002,461.50000000000006,33.025,235.774,89.9,Y1Ba2Cu3O7
189.5535825,387.75,13.53175,390.275,313.05316,7.25,9.0575,81234.37797619047,1039.8925000000002,459.75000000000006,42.275,404.73400000000004,85.0,Ho1Ba2Cu3O8
148.7399168,311.18,10.57802,311.812,249.562528,5.8,7.240399999999999,65110.719380952374,1159.5140000000001,367.34600000000006,39.559999999999995,214.12040000000002,90.5,Y0.1Gd0.9Ba2Cu3O8
166.54771000000002,372.25,12.09375,349.925,313.296515,6.75,8.195,76624.36860119048,1052.8925000000002,461.50000000000006,33.025,235.774,130.0,Y1Ba2Cu3O7
166.54771000000002,372.25,12.09375,349.925,313.296515,6.75,8.195,76624.36860119048,1052.8925000000002,461.50000000000006,33.025,235.774,88.8,Y1Ba2Cu3O7
166.54771000000002,372.25,12.09375,349.925,313.296515,6.75,8.195,76624.36860119048,1052.8925000000002,461.50000000000006,33.025,235.774,85.5,Y1Ba2Cu3O7
317.68497799999994,708.6,20.219600000000003,651.25,359.095688,13.6,15.846,128984.5788095238,1392.314,525.2,73.56,486.1916,77.3,Y3Ba5Cu4Nb1O18
63.6837125,133.8125,4.6215875,142.893125,103.957435,2.6125,3.309,29136.978318452377,939.3925,152.725,15.812500000000002,101.502125,69.0,Sm0.45Ba0.55Cu1O3
63.520799999999994,134.0,4.57355,142.4425,104.019935,2.6,3.3055000000000003,29133.518839285713,939.3925,152.95,15.075000000000001,101.3775,84.3,Sm0.4Ba0.6Cu1O3
79.2917225,182.2625,5.935297500000001,282.811625,104.134015,4.5825,6.7406,53778.163068452384,939.3925,153.265,14.042500000000002,234.703025,86.4,Sm0.33Ba0.67Cu1O7
63.194975,134.375,4.477475,141.54125,104.144935,2.575,3.2984999999999998,29126.59988095238,939.3925,153.4,13.600000000000001,101.12825,88.8,Sm0.3Ba0.7Cu1O3
63.032062499999995,134.5625,4.4294375,141.090625,104.207435,2.5625,3.295,29123.140401785713,939.3925,153.625,12.8625,101.003625,73.6,Sm0.25Ba0.75Cu1O3
62.869150000000005,134.75,4.3814,140.64,104.269935,2.55,3.2915,29119.680922619045,939.3925,153.85,12.125,100.879,62.5,Sm0.2Ba0.8Cu1O3
63.357887500000004,134.1875,4.5255125,141.991875,104.082435,2.5875,3.302,29130.05936011905,939.3925,153.175,14.3375,101.252875,93.1,Sm0.35Ba0.65Cu1O3
174.54721,396.25,12.808250000000001,420.425,313.309805,7.75,9.915,88949.11235119047,1052.8925000000002,461.50000000000006,33.025,302.524,92.0,Y1Ba2Cu3O9
208.07145000000003,337.5,13.18575,354.065,221.546515,8.0,8.454999999999998,69534.3762202381,751.7425000000001,337.35,72.35,232.787,22.0,Bi2Sr2Cu2O7
120.04880000000001,169.0,7.123333333333334,71.54333333333334,147.66666666666666,3.0,1.623333333333333,17598.515396825398,984.0566666666667,224.9,48.23333333333333,-0.5586666666666668,6.5,Bi1Sr1Cu1O
210.85033333333334,389.0,14.322000000000001,144.36666666666667,417.0,4.333333333333333,2.9066666666666663,42582.895634920635,1375.9233333333334,613.3333333333334,53.699999999999996,126.312,85.5,Er1Ba2Cu3O
210.07411000000002,389.0,14.231666666666667,144.36666666666667,417.3333333333333,4.333333333333333,2.903333333333333,42580.5373015873,1368.256666666667,613.0000000000001,56.36666666666667,183.64533333333335,91.0,Ho1Ba2Cu3O
207.514,391.3333333333333,13.933666666666667,144.36666666666667,415.6666666666667,4.333333333333333,2.893333333333333,42578.737301587294,1314.59,611.9000000000001,68.36666666666666,0.6453333333333334,93.0,Gd1Ba2Cu3O
166.147735,371.05,12.058025,346.40000000000003,313.2958505,6.7,8.109,76008.13141369047,1052.8925000000002,461.50000000000006,33.025,232.43650000000002,95.0,Y1Ba2Cu3O6.9
208.19150000000002,387.0,13.337000000000002,150.37500000000003,416.0,4.5,,42649.73869047619,1150.9233333333334,610.0000000000001,64.2,14.257,89.5,Eu1.5Ba1.5Cu3O
210.83450000000002,388.0,14.6655,150.37500000000003,414.5,4.5,2.945,42630.65119047619,1314.59,608.35,84.2,0.4570000000000001,92.5,Gd1.5Ba1.5Cu3O
176.66242,377.5,12.951,140.175,417.5,4.5,2.9549999999999996,45738.07619047619,1385.5900000000001,613.5000000000001,47.699999999999996,3.7870000000000004,90.0,Y1.5Ba1.5Cu3O
218.732,382.5,14.0,150.37500000000003,428.5,4.5,,42680.001190476185,1149.9233333333334,622.5000000000001,33.199999999999996,0.7520000000000001,90.0,Yb1.5Ba1.5Cu3O
166.54771000000002,372.25,12.09375,349.925,313.296515,6.75,8.195,76624.36860119048,1052.8925000000002,461.50000000000006,33.025,235.774,91.6,Y1Ba2Cu3O7
132.995538,298.0,9.6724,279.62,235.187212,5.4,6.5565,61462.20607142858,1187.9140000000002,346.70000000000005,26.685000000000105,188.62460000000002,63.9,Y1Ba2Cu2.75Ni0.25O7
132.872523385,297.53000000000003,9.612400000000001,279.181,248.987212,5.41,6.553100000000001,61062.69345238095,1029.0080000000003,367.1,26.428999999999995,188.62808,88.0,Y1Ba2Cu2.95Al0.05O7
132.50687877000001,297.26,9.549800000000001,278.422,247.337212,5.42,6.550199999999999,60825.89202380952,1029.0080000000003,365.00000000000006,26.438,188.63696,75.0,Y1Ba2Cu2.9Al0.1O7
99.415029875,,6.610150000000001,192.988625,107.35158,3.9625000000000004,4.459375,36466.89908928571,913.8925,157.7875,29.125000000000004,133.9867,39.3,La1.85Sr0.15Cu1O4
79.50776090000001,,5.28786,154.3589,84.336264,3.1700000000000004,3.5675499999999998,29189.790390476188,1076.7140000000002,123.97999999999999,23.326500000000014,107.1899,22.6,La1.85Sr0.15Cu0.975Ni0.025O4
79.4834979,,5.2876,154.3269,82.791264,3.17,3.5676,29206.06150952381,1076.7140000000002,121.72999999999999,23.35300000000002,107.19044,4.2,La1.85Sr0.15Cu0.95Ni0.05O4
132.433749847,297.206,9.53728,278.27020000000005,247.00721199999998,5.422,6.549619999999999,60778.53173809524,1029.0080000000003,364.58000000000004,26.4398,188.638736,82.0,Y1Ba2Cu2.89Al0.11O7
132.360620924,297.152,9.52476,278.1184,246.677212,5.4239999999999995,6.54904,60731.17145238095,1029.0080000000003,364.15999999999997,26.4416,188.640512,51.0,Y1Ba2Cu2.88Al0.12O7
132.287492001,297.098,9.51224,277.9666,246.34721199999998,5.426,6.54846,60683.81116666667,1029.0080000000003,363.74000000000007,26.443399999999997,188.642288,45.0,Y1Ba2Cu2.87Al0.13O7
132.25092753950003,297.071,9.505980000000001,277.89070000000004,246.182212,5.427,6.548169999999999,60660.131023809525,1029.0080000000003,363.53000000000003,26.4443,188.64317599999998,45.0,Y1Ba2Cu2.865Al0.135O7
131.92184738600002,296.82800000000003,9.44964,277.2076,244.69721199999998,5.436,6.54556,60447.009738095236,1029.0080000000003,361.64000000000004,26.4524,188.651168,20.0,Y1Ba2Cu2.82Al0.18O7
166.54771000000002,372.25,12.09375,349.925,313.296515,6.75,8.195,76624.36860119048,1052.8925000000002,461.50000000000006,33.025,235.774,92.4,Y1Ba2Cu3O7
165.74776,369.85,12.0223,342.875,313.295186,6.65,8.023,75391.89422619046,1052.8925000000002,461.50000000000006,33.025,229.099,91.6,Y1Ba2Cu3O6.8
186.13600000000002,375.75,13.24225,355.025,312.796515,6.75,8.2,75073.77485119048,1045.6425000000002,460.00000000000006,40.275,328.359,86.0,Er1Ba2Cu3O7
133.26639200000002,299.284,9.6775172,281.9784,250.642266,5.428,6.617599999999999,61336.23088095237,845.1160000000002,369.20000000000005,26.419999999999998,188.54976,92.5,Y1Ba2Cu3H0.14O7
133.33493600000003,302.88800000000003,9.6836304,286.9288,250.65454,5.496,6.7672,61425.44688095238,845.1160000000002,369.20000000000005,26.419999999999998,188.38112,93.6,Y1Ba2Cu3H0.48O7
133.43976800000002,308.4,9.69298,294.5,250.67331199999998,5.6,6.9959999999999996,61561.894880952386,845.1160000000002,369.20000000000005,26.419999999999998,188.1232,93.2,Y1Ba2Cu3H1O7
174.54721,396.25,12.808250000000001,420.425,313.309805,7.75,9.915,88949.11235119047,1052.8925000000002,461.50000000000006,33.025,302.524,90.0,Y1Ba2Cu3O9
182.712225,378.2,12.322475,358.54999999999995,312.5471795,6.8,,75696.43703869046,876.8925,459.75000000000006,41.275,244.34649999999996,94.9,Eu1Ba2Cu3O7.1
183.95373,378.46000000000004,12.97958,357.845,311.7970466,6.79,8.2588,75563.64585119048,999.6425,458.92500000000007,51.275,236.77900000000002,93.8,Gd1Ba2Cu3O7.08
184.22629500000002,374.09000000000003,13.049195000000001,348.68,311.7953189,6.66,8.040199999999999,73954.52916369047,1024.3925,459.75000000000006,41.525,364.3515,92.7,Dy1Ba2Cu3O6.82
184.39390500000002,372.27,13.070897500000001,344.8025,313.04458795,6.605,7.9481,73284.91825744047,1039.8925000000002,459.75000000000006,42.275,361.68025,92.9,Ho1Ba2Cu3O6.71
